ar;ItemNo;SalesQty;SalesAmountExclVat;SalesAmountInclVat;BF
2021;028836;.000000;-160.000000;-200.000000;-160.000000
2022;024873;58.000000;75710.200000;94637.750000;22835.960000
2020;022204;290.000000;8199.200000;10249.000000;3388.100000
2023;045149;38.000000;1457.600000;1822.000000;404.210000
2020;021181;26.000000;29596.840000;36996.050000;8936.200000
2020;019580;5.000000;3076.000000;3845.000000;1162.000000
2021;021267;2.000000;126.400000;158.000000;48.000000
2022;026339;15.000000;1268.000000;1585.000000;537.240000
2021;006382;112.000000;29367.200000;36709.000000;11177.280000
2024;020004;2.000000;94.400000;118.000000;25.600000
2021;003817;1.000000;263.200000;329.000000;21.200000
2024;004555;3.000000;201.600000;252.000000;64.390000
2020;004615;40.000000;7896.000000;9870.000000;2851.360000
2021;038594;862.560000;83397.330000;104246.662500;-61516.770000
2020;003920;1.000000;1567.200000;1959.000000;466.100000
2021;026296;3.000000;237.600000;297.000000;115.500000
2020;006488;5.000000;918.400000;1148.000000;316.150000
2024;042505;1.000000;4799.200000;5999.000000;1377.200000
2023;016143;43.260000;57230.450000;71538.062500;9991.870000
2021;020989;21.000000;1053.600000;1317.000000;747.840000
2020;026164;4.000000;1276.800000;1596.000000;660.800000
2023;006327;1.000000;95.200000;119.000000;38.860000
2023;003827;317.000000;95061.600000;118827.000000;14057.760000
2020;022435;1.000000;2079.200000;2599.000000;474.240000
2021;003864;77.000000;37333.070000;46666.337500;14016.370000
2022;022336;13.000000;27158.560000;33948.200000;-1972.220000
2023;028432;15.000000;1723.200000;2154.000000;423.600000
2020;005745;40.700000;9096.070000;11370.087500;1193.560000
2023;040562;13.000000;3822.400000;4778.000000;1391.920000
2022;003953;50.000000;23912.800000;29891.000000;13742.660000
2021;020421;88.000000;143440.800000;179301.000000;54386.240000
2024;005548;1.000000;55.200000;69.000000;20.400000
2022;007022;9.000000;1432.800000;1791.000000;944.480000
2024;031855;2.000000;699.200000;874.000000;-883.580000
2021;001694;152.000000;10748.620000;13435.775000;3607.660000
2023;008253;-1.000000;-95.200000;-119.000000;-37.410000
2021;003760;39.000000;2589.570000;3236.962500;1345.470000
2024;025922;-1.000000;-63.200000;-79.000000;-26.900000
2022;041367;50.000000;11560.000000;14450.000000;3865.000000
2024;006091;35.000000;5172.000000;6465.000000;2023.890000
2023;012175;4.000000;1571.930000;1964.912500;701.370000
2021;027271;25.000000;3268.800000;4086.000000;1467.050000
2021;005567;63.000000;7317.200000;9146.500000;3116.080000
2023;002659;13.000000;1965.600000;2457.000000;533.720000
2022;029802;26.000000;1184.960000;1481.200000;390.180000
2022;040616;2.000000;870.400000;1088.000000;352.840000
2023;002820;20.790000;29051.540000;36314.425000;13904.280000
2020;008239;2355.000000;64938.630000;81173.287500;45218.550000
2023;034527;11.000000;12439.200000;15549.000000;-2664.570000
2024;007986;4.000000;1084.800000;1356.000000;391.230000
2021;004431;161.000000;16558.460000;20698.075000;5961.440000
2022;034710;17.000000;7786.400000;9733.000000;1991.100000
2020;003061;21.000000;607.200000;759.000000;116.640000
2020;016055;18.000000;417.600000;522.000000;219.600000
2024;025563;5.000000;276.000000;345.000000;183.200000
2023;008951;8.000000;8772.800000;10966.000000;2001.200000
2022;001310;37.000000;8794.400000;10993.000000;4241.180000
2024;005566;1.000000;119.200000;149.000000;49.600000
2021;003491;23.000000;55248.960000;69061.200000;19704.640000
2022;018670;3.000000;10077.600000;12597.000000;4745.700000
2023;024225;166.000000;21938.460000;27423.075000;9475.420000
2023;040449;1.000000;1327.200000;1659.000000;438.000000
2023;042277;37.800000;9349.360000;11686.700000;2517.850000
2023;023249;49.000000;2644.400000;3305.500000;1490.200000
2024;004824;2.000000;766.400000;958.000000;107.920000
2020;006049;40.000000;15176.800000;18971.000000;8456.550000
2023;023268;9.000000;265.600000;332.000000;111.700000
2021;031343;73.000000;9869.600000;12337.000000;3083.520000
2021;004465;234.000000;9135.430000;11419.287500;2803.390000
2022;039707;7.000000;4474.400000;5593.000000;2279.900000
2021;020114;2.000000;4798.400000;5998.000000;1106.880000
2023;015656;5.000000;1000.000000;1250.000000;188.000000
2020;025432;24.000000;39783.200000;49729.000000;785.360000
2021;030720;14.000000;43584.000000;54480.000000;5854.000000
2023;015293;48.000000;3327.200000;4159.000000;1319.220000
2021;002434;7.000000;1922.800000;2403.500000;-21.450000
2022;002768;168.000000;21175.000000;26468.750000;7106.440000
2022;039174;4.000000;20837.600000;26047.000000;3653.360000
2023;000182;8.000000;185.600000;232.000000;-52.000000
2024;042481;1.000000;39.200000;49.000000;10.700000
2021;006872;34.000000;73920.800000;92401.000000;19741.920000
2022;031327;46.000000;6344.800000;7931.000000;1427.760000
2021;027695;10.000000;9745.600000;12182.000000;1896.640000
2021;001821;-1.000000;-639.200000;-799.000000;-188.200000
2023;002603;18.000000;1080.000000;1350.000000;575.840000
2022;020939;11.000000;662.400000;828.000000;268.160000
2023;022109;2.000000;238.400000;298.000000;19.820000
2023;000513;7.000000;154.400000;193.000000;8.240000
2021;007012;4.000000;364.800000;456.000000;324.480000
2023;021828;12.000000;258.400000;323.000000;82.840000
2024;008189;3.000000;153.600000;192.000000;106.540000
2024;046817;8.000000;6878.400000;8598.000000;357.600000
2021;019489;14.000000;772.800000;966.000000;326.200000
2023;008321;343.000000;23239.200000;29049.000000;5297.900000
2020;016585;125.952000;43743.240000;54679.050000;13050.690000
2020;015700;40.000000;1092.000000;1365.000000;275.520000
2023;031251;46.000000;12145.600000;15182.000000;1657.600000
2020;005647;94.000000;5366.400000;6708.000000;2285.280000
2024;022422;6.000000;1257.600000;1572.000000;-2.880000
2021;026285;15.000000;3508.000000;4385.000000;1346.500000
2023;007809;2.000000;46.400000;58.000000;18.800000
2022;026566;19.000000;459.040000;573.800000;133.000000
2020;019703;37.000000;2178.400000;2723.000000;647.080000
2022;027346;1.000000;80.800000;101.000000;39.040000
2020;019285;5.000000;284.800000;356.000000;95.550000
2020;016589;126.376000;59618.620000;74523.275000;17961.490000
2024;025871;3.000000;2637.600000;3297.000000;1099.440000
2021;036800;4.000000;845.290000;1056.612500;312.170000
2021;015544;19.000000;1336.800000;1671.000000;549.410000
2021;024996;29.000000;904.800000;1131.000000;420.960000
2020;020463;7.000000;218.400000;273.000000;94.220000
2022;027415;133.000000;11634.400000;14543.000000;4436.280000
2021;003626;21.000000;31693.600000;39617.000000;7654.200000
2023;027585;3.000000;909.600000;1137.000000;400.020000
2020;018592;10.000000;7585.840000;9482.300000;-399.760000
2023;015224;5.000000;756.800000;946.000000;270.300000
2024;027460;2.000000;49.600000;62.000000;-2.840000
2024;044812;23.000000;19518.400000;24398.000000;468.880000
2022;008770;25.000000;6162.400000;7703.000000;-4067.600000
2020;029603;35.000000;6496.000000;8120.000000;3869.600000
2020;020065;7.000000;2738.400000;3423.000000;770.840000
2024;026570;4.000000;151.200000;189.000000;16.360000
2022;018510;87.000000;50914.400000;63643.000000;10872.240000
2023;002649;18.000000;16544.800000;20681.000000;-293.020000
2021;024903;29.000000;5846.400000;7308.000000;2407.800000
2021;022908;4.000000;316.800000;396.000000;155.520000
2021;024933;20.000000;2064.000000;2580.000000;539.400000
2020;004310;22.800000;6307.080000;7883.850000;2125.460000
2024;002777;12.000000;1814.400000;2268.000000;1048.800000
2022;019269;50.000000;6759.200000;8449.000000;2941.480000
2023;028114;7.000000;84.000000;105.000000;52.640000
2020;005836;26.000000;14331.200000;17914.000000;5039.680000
2020;009762;6.000000;5755.200000;7194.000000;369.600000
2023;008262;1052.000000;12611.200000;15764.000000;3475.570000
2020;003691;65.000000;20013.600000;25017.000000;6880.260000
2023;002134;45.000000;5667.590000;7084.487500;2082.430000
2023;003479;2.000000;6846.400000;8558.000000;6846.400000
2024;012595;5.000000;1552.000000;1940.000000;331.060000
2021;022899;68.000000;5173.200000;6466.500000;2325.040000
2020;020960;51.000000;1084.800000;1356.000000;742.080000
2023;043548;1.000000;8720.000000;10900.000000;2990.360000
2020;015219;25.000000;4309.600000;5387.000000;1436.970000
2023;046935;2.000000;94.400000;118.000000;39.980000
2021;001096;154.000000;4756.800000;5946.000000;2264.100000
2020;021004;26.000000;717.600000;897.000000;330.080000
2021;008902;434.000000;9243.650000;11554.562500;7420.850000
2022;040583;2.000000;1398.400000;1748.000000;301.720000
2023;028803;-1.000000;.000000;.000000;526.640000
2020;002044;1403.306000;455155.140000;568943.925000;115778.610000
2022;040337;1.000000;111.200000;139.000000;30.000000
2024;019613;6.000000;486.320000;607.900000;244.890000
2020;016582;240.112000;69430.620000;86788.275000;8117.330000
2022;005665;41.000000;4204.000000;5255.000000;1803.160000
2021;004197;28.000000;27232.390000;34040.487500;5241.190000
2022;004760;4.000000;576.000000;720.000000;104.000000
2023;027139;10.000000;472.000000;590.000000;222.600000
2020;003111;1.000000;143.200000;179.000000;-3.520000
2023;024993;1.000000;47.200000;59.000000;5.440000
2023;002135;50.000000;4360.240000;5450.300000;1001.240000
2020;019528;9.000000;40503.200000;50629.000000;-1967.800000
2020;019515;9.000000;1699.440000;2124.300000;461.940000
2021;026419;6.000000;3835.200000;4794.000000;709.200000
2024;015668;23.000000;12441.200000;15551.500000;6758.360000
2022;003882;38.000000;6845.170000;8556.462500;2596.590000
2021;001999;8.000000;1593.600000;1992.000000;493.420000
2023;031121;1.000000;815.200000;1019.000000;-225.810000
2023;034436;11.000000;16693.600000;20867.000000;-8361.320000
2023;024980;32.000000;496.800000;621.000000;66.720000
2022;023079;59.000000;13786.400000;17233.000000;7026.920000
2023;019516;1.000000;71.200000;89.000000;28.300000
2021;008063;1857.000000;357979.200000;447474.000000;218113.190000
2021;008309;97.000000;1319.200000;1649.000000;589.760000
2022;034797;15.000000;7155.360000;8944.200000;1750.610000
2024;022885;5.000000;428.000000;535.000000;201.800000
2023;003666;223.000000;17661.920000;22077.400000;2023.130000
2022;004148;181.000000;6129.600000;7662.000000;1371.110000
2021;027113;136.000000;16164.800000;20206.000000;3652.800000
2022;022105;31.000000;4191.200000;5239.000000;1887.960000
2022;015323;5.000000;380.000000;475.000000;-55.900000
2024;024873;2.000000;1902.400000;2378.000000;-20.880000
2023;026083;29.000000;4106.400000;5133.000000;1152.460000
2021;008929;33.000000;10605.600000;13257.000000;2600.960000
2021;003494;42.000000;60811.200000;76014.000000;30904.960000
2021;025960;30.000000;1393.600000;1742.000000;580.480000
2020;019745;31.000000;2079.200000;2599.000000;739.040000
2020;021953;192.000000;612735.890000;765919.862500;226326.930000
2023;024970;5.000000;188.000000;235.000000;36.800000
2024;047132;5.000000;300.000000;375.000000;83.400000
2021;008045;47.000000;4988.790000;6235.987500;3516.840000
2023;006086;4.000000;246.400000;308.000000;28.600000
2022;040581;3.000000;1501.600000;1877.000000;393.520000
2021;025941;29.560000;33969.960000;42462.450000;15992.760000
2021;026193;29.000000;5776.800000;7221.000000;2601.540000
2021;021456;2550.000000;31940.280000;39925.350000;8847.000000
2022;026151;2.000000;158.400000;198.000000;55.800000
2023;031194;3.000000;1208.160000;1510.200000;-1185.840000
2020;020736;32.000000;2782.400000;3478.000000;1362.740000
2022;042682;1.000000;55.200000;69.000000;23.900000
2020;019690;71.000000;4855.200000;6069.000000;2980.300000
2022;026169;13.000000;1712.000000;2140.000000;-78.880000
2022;027178;47.000000;16944.340000;21180.425000;5248.020000
2021;029544;1.000000;135.200000;169.000000;6.720000
2021;023299;3.000000;69.600000;87.000000;20.100000
2021;001320;588.000000;174878.400000;218598.000000;88032.950000
2023;003877;27.000000;3554.400000;4443.000000;1056.940000
2022;002787;195.000000;28928.090000;36160.112500;13510.730000
2022;041037;5.000000;1416.800000;1771.000000;394.200000
2023;025969;95.000000;5777.550000;7221.937500;3242.950000
2021;031287;1.000000;799.200000;999.000000;386.700000
2022;002252;10.000000;4232.000000;5290.000000;1376.420000
2024;041518;2.000000;190.400000;238.000000;34.960000
2022;019660;115.000000;14551.860000;18189.825000;8948.740000
2020;003202;9.000000;11118.380000;13897.975000;-1370.710000
2020;021622;31.000000;22295.200000;27869.000000;4956.480000
2020;008191;340.000000;11453.320000;14316.650000;7278.060000
2021;002096;224.000000;10542.400000;13178.000000;2824.420000
2021;001676;22.000000;980.800000;1226.000000;514.110000
2021;020727;41.000000;4559.200000;5699.000000;1520.690000
2020;019501;7.000000;9866.880000;12333.600000;1943.580000
2022;034017;5.000000;472.800000;591.000000;132.790000
2024;041098;1.000000;2719.200000;3399.000000;119.640000
2021;020272;67.000000;103048.000000;128810.000000;22819.040000
2023;002590;38.000000;25427.200000;31784.000000;2485.010000
2024;031438;8.000000;1593.600000;1992.000000;588.080000
2022;025991;829.000000;99242.400000;124053.000000;24670.650000
2020;005808;16.000000;678.400000;848.000000;-307.200000
2021;019981;9.000000;3448.800000;4311.000000;1440.810000
2023;041062;15.000000;1242.400000;1553.000000;397.000000
2020;010068;21.000000;3332.000000;4165.000000;946.660000
2023;005018;15.000000;1548.000000;1935.000000;600.450000
2023;008222;94.000000;9782.840000;12228.550000;5519.370000
2024;003864;1.000000;519.200000;649.000000;116.780000
2021;026192;32.000000;5031.200000;6289.000000;2049.060000
2024;008933;2.000000;1038.400000;1298.000000;135.920000
2022;040514;8.000000;1739.200000;2174.000000;444.160000
2020;017279;1060.000000;102645.880000;128307.350000;22536.420000
2022;002102;2.000000;158.400000;198.000000;67.460000
2022;004392;25.830000;9799.660000;12249.575000;5807.360000
2023;027387;25.000000;7884.000000;9855.000000;2453.800000
2022;026542;14.000000;7828.800000;9786.000000;1460.760000
2021;004155;155.000000;8548.800000;10686.000000;4033.630000
2022;042945;16.000000;6252.800000;7816.000000;2629.600000
2024;020974;1.000000;28.000000;35.000000;1.320000
2022;003402;32.690000;13202.530000;16503.162500;5147.400000
2022;021048;356.420000;70187.740000;87734.675000;5977.070000
2022;006703;37.000000;17649.600000;22062.000000;3488.560000
2024;022943;1.000000;480.000000;600.000000;-1398.240000
2020;003283;12.000000;758.400000;948.000000;307.440000
2020;025000;17.000000;523.200000;654.000000;159.200000
2022;039120;98.000000;149395.400000;186744.250000;46035.880000
2021;009053;1.000000;959.200000;1199.000000;-533.180000
2022;022203;176.000000;18300.000000;22875.000000;7474.600000
2022;027511;162.000000;5150.400000;6438.000000;1910.380000
2021;022248;1.000000;1823.200000;2279.000000;-1806.800000
2024;044911;4.000000;604.800000;756.000000;354.240000
2021;001391;54.000000;1632.570000;2040.712500;946.180000
2020;022904;6.000000;129.600000;162.000000;82.560000
2020;027432;5.000000;996.000000;1245.000000;253.500000
2020;025954;200.000000;167108.090000;208885.112500;57151.930000
2023;040504;12.000000;2705.600000;3382.000000;761.900000
2021;005505;1.000000;1.200000;1.500000;-580.080000
2024;020071;4.000000;10211.200000;12764.000000;-276.800000
2021;029823;23.000000;673.280000;841.600000;159.920000
2021;006538;1.000000;36.000000;45.000000;-1.400000
2023;031371;8.000000;441.600000;552.000000;181.760000
2022;006978;3.000000;6397.600000;7997.000000;2105.080000
2020;000724;179.000000;58483.940000;73104.925000;31902.440000
2023;006632;13.910000;3424.650000;4280.812500;-4094.530000
2023;040652;11.000000;2168.000000;2710.000000;620.780000
2023;040569;16.000000;3658.400000;4573.000000;583.130000
2020;021593;11.000000;21735.200000;27169.000000;1661.620000
2022;019995;771.000000;29528.140000;36910.175000;16757.410000
2022;003831;123.000000;17310.330000;21637.912500;5107.680000
2021;027216;15.000000;2296.800000;2871.000000;1069.200000
2024;031145;210.000000;10132.600000;12665.750000;6478.600000
2024;006305;6.000000;1387.200000;1734.000000;634.800000
2020;008583;5.000000;269.600000;337.000000;170.600000
2022;006148;1.000000;40.000000;50.000000;3.150000
2022;027406;79.000000;9922.000000;12402.500000;4044.320000
2022;042492;11.000000;607.200000;759.000000;293.700000
2023;037433;73.000000;6269.600000;7837.000000;1734.000000
2020;027522;65.000000;16540.000000;20675.000000;-2819.000000
2023;005718;1.000000;31.200000;39.000000;7.680000
2022;006630;141.300000;45134.650000;56418.312500;15933.590000
2020;026019;8.180000;12907.930000;16134.912500;4775.040000
2022;019579;26.000000;12340.000000;15425.000000;4397.600000
2023;000483;1.000000;31.200000;39.000000;12.040000
2021;028894;280.000000;34263.840000;42829.800000;16880.330000
2023;019804;81.000000;165447.960000;206809.950000;34106.280000
2021;020273;31.000000;28006.150000;35007.687500;8530.710000
2021;008777;116.000000;109464.800000;136831.000000;-3616.740000
2024;022158;1.000000;159.200000;199.000000;49.680000
2021;003165;126.605000;34252.120000;42815.150000;6885.150000
2022;027399;1580.000000;191346.060000;239182.575000;73377.180000
2020;022267;30.000000;936.000000;1170.000000;314.400000
2020;025743;114.000000;131539.860000;164424.825000;52606.740000
2022;039797;746.323500;125098.470000;156373.087500;25741.920000
2020;012562;6.000000;1740.800000;2176.000000;948.800000
2020;026677;8.000000;10103.200000;12629.000000;3360.800000
2021;005697;395.000000;32641.880000;40802.350000;14921.240000
2024;029826;1.000000;47.200000;59.000000;9.790000
2022;005799;51.000000;4267.200000;5334.000000;2123.080000
2023;004819;8.000000;825.600000;1032.000000;100.560000
2022;005691;121.000000;5875.900000;7344.875000;1949.180000
2021;018729;43.000000;109328.320000;136660.400000;26161.600000
2022;012176;21.000000;9235.200000;11544.000000;4072.140000
2020;017453;4.000000;413.600000;517.000000;123.200000
2022;004817;33.000000;3119.200000;3899.000000;1298.490000
2020;007018;1.000000;79.200000;99.000000;45.600000
2021;031149;657.000000;46271.800000;57839.750000;32290.840000
2022;004667;41.000000;2094.400000;2618.000000;1161.500000
2023;004197;19.000000;24984.000000;31230.000000;4069.560000
2021;027515;10.000000;46422.400000;58028.000000;-7268.600000
2020;022228;38.170000;1255.960000;1569.950000;553.100000
2022;019293;73.000000;3916.800000;4896.000000;1553.000000
2021;026036;22.050000;34326.440000;42908.050000;15927.960000
2020;022546;31.000000;3655.200000;4569.000000;1216.430000
2023;042400;139.000000;13024.800000;16281.000000;4872.530000
2022;002093;7.000000;498.400000;623.000000;204.570000
2023;025738;4.000000;252.800000;316.000000;63.600000
2020;006716;17.000000;69753.600000;87192.000000;16427.040000
2023;008667;1.000000;240.000000;300.000000;-152.160000
2022;016076;61.000000;4264.000000;5330.000000;1460.700000
2020;005700;73.000000;8445.600000;10557.000000;3102.080000
2023;031479;132.000000;23724.000000;29655.000000;8747.970000
2024;045289;1.000000;623.200000;779.000000;122.080000
2023;039879;1.000000;2399.200000;2999.000000;771.720000
2024;029703;11.000000;5144.000000;6430.000000;-751.120000
2022;015227;40.000000;4304.000000;5380.000000;1491.960000
2021;018364;11.000000;678.400000;848.000000;321.120000
2022;008258;96.000000;31598.400000;39498.000000;9742.920000
2020;022173;79.000000;2276.000000;2845.000000;860.320000
2023;043110;13.000000;1341.600000;1677.000000;396.760000
2021;030934;30.000000;8088.800000;10111.000000;1633.400000
2020;028445;9.000000;1432.800000;1791.000000;601.200000
2023;026467;4.000000;144.000000;180.000000;16.840000
2020;007823;161.000000;28577.200000;35721.500000;8264.710000
2023;034785;5.000000;3023.550000;3779.437500;251.400000
2021;020720;135.000000;32266.930000;40333.662500;2603.380000
2020;027507;49.000000;13680.800000;17101.000000;6102.460000
2023;027113;118.000000;26652.650000;33315.812500;13121.660000
2024;008157;12.000000;374.400000;468.000000;275.490000
2023;028470;8.000000;441.600000;552.000000;172.480000
2020;006112;340.000000;23315.200000;29144.000000;13634.160000
2021;002863;.540000;414.290000;517.862500;76.210000
2020;020348;76.000000;191060.000000;238825.000000;55934.240000
2020;000341;49.000000;3416.800000;4271.000000;917.800000
2021;004771;5.000000;996.000000;1245.000000;426.750000
2024;004247;1.000000;71.200000;89.000000;22.290000
2021;031353;5.000000;1196.000000;1495.000000;202.600000
2020;020488;12.000000;374.400000;468.000000;189.950000
2021;005560;337.000000;33783.400000;42229.250000;12961.480000
2023;042919;1015.000000;101733.790000;127167.237500;27535.740000
2023;042461;25.000000;771.030000;963.787500;326.530000
2020;020772;10.000000;1480.800000;1851.000000;532.320000
2021;021265;6.000000;110.400000;138.000000;2.880000
2022;022867;103.000000;27397.600000;34247.000000;13940.330000
2022;039122;28.000000;21925.600000;27407.000000;4721.800000
2023;018368;138.000000;5345.090000;6681.362500;1651.650000
2023;034712;24.000000;14700.800000;18376.000000;5716.220000
2024;003670;3.000000;549.600000;687.000000;-24.270000
2024;045715;3.000000;237.600000;297.000000;79.320000
2023;026328;26.000000;5609.600000;7012.000000;1004.000000
2023;020248;279.000000;4435.200000;5544.000000;2149.100000
2020;023028;89.000000;26668.000000;33335.000000;7928.790000
2024;000004;5.000000;1300.000000;1625.000000;211.300000
2021;008940;5.000000;2988.000000;3735.000000;-1049.900000
2022;003490;10.000000;24148.480000;30185.600000;11130.480000
2021;024851;88.000000;15123.000000;18903.750000;6057.160000
2022;034569;18.000000;4068.800000;5086.000000;1260.740000
2024;021024;1.000000;60.000000;75.000000;45.180000
2024;002144;7.000000;476.000000;595.000000;117.870000
2021;021748;7.000000;2154.400000;2693.000000;699.100000
2020;015439;130.000000;14114.200000;17642.750000;4762.430000
2020;027776;4.000000;1445.600000;1807.000000;609.600000
2024;029512;6.000000;639.200000;799.000000;31.820000
2020;007971;5.000000;781.600000;977.000000;18.250000
2021;000643;1.000000;223.200000;279.000000;104.440000
2021;038499;13.000000;364.000000;455.000000;130.910000
2022;027333;33.000000;11965.600000;14957.000000;2019.730000
2021;005641;101.000000;3093.200000;3866.500000;1038.000000
2022;006110;225.000000;5851.200000;7314.000000;2460.580000
2021;019297;90.000000;35568.000000;44460.000000;12520.800000
2024;003752;3.000000;309.600000;387.000000;83.880000
2023;022326;3.000000;1806.400000;2258.000000;-2767.010000
2020;017037;15.000000;8015.200000;10019.000000;1076.800000
2021;004494;66.000000;24048.800000;30061.000000;6770.000000
2024;019645;1.000000;103.200000;129.000000;69.000000
2024;006711;2.000000;1150.400000;1438.000000;644.640000
2020;004601;169.000000;15306.430000;19133.037500;4741.020000
2020;023078;2.000000;478.400000;598.000000;211.840000
2020;017439;3.000000;141.600000;177.000000;59.100000
2022;040250;50.000000;12208.000000;15260.000000;-552.000000
2021;019956;25.000000;10932.000000;13665.000000;1856.560000
2021;000279;123.000000;1864.800000;2331.000000;540.790000
2020;006884;65.000000;220629.840000;275787.300000;44767.450000
2020;003097;99.000000;18984.800000;23731.000000;5893.120000
2022;017900;1.000000;39.200000;49.000000;-58.240000
2024;034758;8.000000;120.490000;150.612500;.030000
2022;019275;5.000000;468.800000;586.000000;89.360000
2020;028228;7.000000;106.400000;133.000000;75.040000
2023;025542;225.000000;28516.000000;35645.000000;19526.000000
2024;000721;1.000000;159.200000;199.000000;59.190000
2021;006158;27.000000;1704.800000;2131.000000;967.130000
2020;023256;6.000000;379.200000;474.000000;211.200000
2021;026625;33.000000;3192.800000;3991.000000;-797.230000
2022;008014;263.000000;125185.540000;156481.925000;45001.730000
2021;006074;32.000000;998.400000;1248.000000;461.000000
2023;015670;7.000000;1482.400000;1853.000000;709.840000
2023;047469;3.000000;141.600000;177.000000;68.280000
2020;006869;17.000000;22306.400000;27883.000000;8107.040000
2023;023993;66.000000;39675.200000;49594.000000;10146.240000
2022;009925;32.000000;38346.400000;47933.000000;13633.600000
2020;006501;30.000000;2692.640000;3365.800000;929.640000
2021;026276;4.000000;220.800000;276.000000;115.200000
2022;028216;4.000000;60.800000;76.000000;40.240000
2024;038494;2.000000;1919.200000;2399.000000;712.160000
2021;017766;3.000000;101.600000;127.000000;-4.000000
2022;027101;56.000000;768.000000;960.000000;328.960000
2020;008495;1.000000;111.200000;139.000000;29.630000
2021;023054;1.000000;212.000000;265.000000;27.200000
2023;041128;14.000000;1755.360000;2194.200000;849.200000
2023;042419;1122.000000;754821.880000;943527.350000;121639.660000
2021;005834;32.000000;13792.000000;17240.000000;4110.720000
2022;028225;9.000000;124.000000;155.000000;83.680000
2020;001027;274.000000;6356.800000;7946.000000;4777.910000
2021;026600;266.000000;7232.800000;9041.000000;1814.860000
2021;004131;194.000000;12164.800000;15206.000000;3885.650000
2023;045772;2.000000;638.400000;798.000000;262.200000
2024;004138;1.000000;95.200000;119.000000;29.080000
2021;001099;51.000000;1999.200000;2499.000000;766.190000
2023;039754;110.000000;17366.200000;21707.750000;8156.960000
2020;001171;68.000000;15888.860000;19861.075000;7852.620000
2021;005018;24.000000;2257.600000;2822.000000;933.370000
2024;043352;2.000000;446.400000;558.000000;50.960000
2024;019777;25.000000;5580.800000;6976.000000;1086.340000
2020;016068;53.000000;1729.600000;2162.000000;913.400000
2024;004237;5.000000;156.000000;195.000000;97.850000
2024;028914;3.000000;840.000000;1050.000000;-.300000
2022;012672;4.000000;288.000000;360.000000;161.200000
2022;020109;7.000000;21226.800000;26533.500000;7275.060000
2022;002866;1.000000;48.000000;60.000000;-66.690000
2021;006950;1.000000;3200.000000;4000.000000;-480.320000
2021;019437;6.000000;2200.640000;2750.800000;623.240000
2023;016147;47.040000;48951.740000;61189.675000;-1249.340000
2020;000347;236.000000;1428.000000;1785.000000;666.150000
2020;006995;4.000000;14017.720000;17522.150000;-4278.600000
2023;005575;428.000000;14918.400000;18648.000000;4989.960000
2023;027443;3.000000;3692.000000;4615.000000;1635.440000
2021;026710;496.000000;11068.800000;13836.000000;4958.080000
2021;002782;451.000000;56169.600000;70212.000000;30473.440000
2024;004465;-1.000000;-96.000000;-120.000000;-61.110000
2024;026649;3.000000;365.600000;457.000000;35.000000
2020;004662;46.000000;2152.000000;2690.000000;1141.120000
2020;021542;7.000000;386.400000;483.000000;142.950000
2022;020071;25.000000;68172.800000;85216.000000;7850.800000
2023;041134;8.000000;2599.200000;3249.000000;1270.020000
2022;004852;.000000;.000000;.000000;8.300000
2023;027462;5.000000;772.000000;965.000000;78.880000
2021;027312;12.000000;278.400000;348.000000;119.760000
2022;017518;3.000000;173.600000;217.000000;28.400000
2023;002981;2.000000;238.400000;298.000000;-37.120000
2020;002920;484.000000;34046.920000;42558.650000;16789.960000
2024;006444;9.000000;3996.000000;4995.000000;1867.050000
2023;042742;22.000000;822.750000;1028.437500;351.510000
2024;019660;11.000000;1205.600000;1507.000000;453.000000
2023;004494;48.000000;19091.360000;23864.200000;4319.850000
2023;025868;4.000000;707.200000;884.000000;-179.040000
2022;020491;15.000000;484.000000;605.000000;191.000000
2022;012016;1.000000;156.000000;195.000000;-120.130000
2021;015387;3.000000;238.160000;297.700000;-102.690000
2021;036906;57.240000;8730.720000;10913.400000;-1477.990000
2022;040560;5.000000;556.000000;695.000000;185.500000
2023;024877;199.000000;105132.140000;131415.175000;23289.500000
2024;045596;1.000000;7199.200000;8999.000000;1440.960000
2020;022373;15.000000;4372.000000;5465.000000;1732.000000
2023;025521;52.000000;6997.600000;8747.000000;2671.970000
2023;039818;28.000000;23517.120000;29396.400000;929.680000
2021;025918;32.000000;24375.200000;30469.000000;9807.360000
2023;019741;2.000000;3390.400000;4238.000000;1076.200000
2023;017995;225.000000;125047.350000;156309.187500;14539.950000
2024;008710;1.000000;143.200000;179.000000;-13.400000
2023;045264;3.000000;3940.320000;4925.400000;274.530000
2021;015525;2.000000;270.400000;338.000000;125.580000
2021;001968;1902.008000;533579.720000;666974.650000;52684.190000
2021;021468;125.000000;58252.800000;72816.000000;36101.440000
2022;026104;163.000000;12158.750000;15198.437500;4327.470000
2023;011943;1.000000;1519.200000;1899.000000;-162.440000
2022;005657;57.000000;1972.800000;2466.000000;699.040000
2024;004107;2.000000;286.400000;358.000000;56.120000
2020;004619;94.000000;5689.600000;7112.000000;2106.460000
2020;019870;4.000000;3012.800000;3766.000000;733.600000
2024;000942;.000000;.000000;.000000;.000000
2022;041459;66.000000;2339.200000;2924.000000;1210.600000
2022;019639;128.000000;8169.180000;10211.475000;3459.540000
2024;049289;22.678400;3610.400000;4513.000000;449.310000
2020;002894;41.040000;7079.450000;8849.312500;-2101.590000
